line_idx,x,y,segm_idx,tablet_CDLI
5,228,389,80,P314346
5,318,381,80,P314346
6,90,446,80,P314346
6,218,442,80,P314346
6,329,435,80,P314346
7,79,494,80,P314346
7,188,493,80,P314346
7,304,492,80,P314346
7,361,489,80,P314346
8,116,546,80,P314346
8,260,548,80,P314346
8,381,542,80,P314346
9,149,599,80,P314346
9,365,599,80,P314346
10,194,643,80,P314346
10,309,642,80,P314346
10,376,640,80,P314346
11,278,692,80,P314346
11,381,688,80,P314346
12,343,734,80,P314346
12,399,733,80,P314346
0,108,198,82,P239304
0,409,187,82,P239304
1,106,250,82,P239304
1,324,254,82,P239304
2,91,319,82,P239304
2,353,310,82,P239304
3,171,385,82,P239304
3,294,383,82,P239304
0,166,155,83,K01057
0,315,152,83,K01057
1,120,255,83,K01057
1,301,248,83,K01057
2,96,337,83,K01057
2,355,337,83,K01057
3,111,424,83,K01057
3,255,422,83,K01057
3,525,424,83,K01057
0,76,92,84,K01057
0,192,90,84,K01057
0,314,90,84,K01057
0,451,87,84,K01057
0,548,86,84,K01057
1,103,155,84,K01057
1,211,147,84,K01057
1,377,141,84,K01057
1,484,139,84,K01057
1,545,143,84,K01057
2,82,232,84,K01057
2,242,213,84,K01057
2,382,208,84,K01057
2,487,202,84,K01057
2,553,204,84,K01057
3,100,298,84,K01057
3,179,286,84,K01057
3,316,275,84,K01057
3,443,274,84,K01057
3,571,276,84,K01057
4,95,372,84,K01057
4,229,357,84,K01057
4,353,349,84,K01057
4,476,346,84,K01057
4,557,348,84,K01057
5,98,442,84,K01057
5,258,427,84,K01057
5,382,415,84,K01057
5,566,416,84,K01057
6,136,523,84,K01057
6,350,498,84,K01057
7,135,600,84,K01057
7,264,594,84,K01057
8,184,682,84,K01057
8,334,669,84,K01057
9,210,760,84,K01057
9,325,752,84,K01057
10,247,843,84,K01057
10,332,842,84,K01057
